RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11470,양천구,10300,신월동,1,대지,1075,0000,목동센트럴아이파크위브1단지,2025-02-28,114000,84.96,0.0,6.0,,,2020,아파트,중개거래,서울 양천구
2025,11110,종로구,16700,충신동,,,,,,2025-02-28,17500,80.33,50.0,0.0,,,1978,단독다가구,직거래,
2025,11710,송파구,10200,신천동,1,대지,0007,0025,월드타워빌딩,2025-02-28,1050000,837.21,837.21,19.0,,,1996,오피스텔,직거래,
2025,11680,강남구,10600,대치동,1,대지,0917,0022,에오스빌(917-22),2025-02-28,52000,53.56,25.0,5.0,,,2002,연립다세대,직거래,
2025,11380,은평구,10800,역촌동,1,대지,0048,0045,금호타운(48-45),2025-02-28,23000,57.25,26.0,3.0,,,2002,연립다세대,중개거래,서울 은평구
2025,11545,금천구,10200,독산동,1,대지,1155,0000,금천롯데캐슬골드파크3차,2025-02-28,88700,59.968,0.0,12.0,,,2018,아파트,중개거래,서울 금천구
2025,11590,동작구,10700,사당동,1,대지,0233,0006,반석,2025-02-28,28000,49.18,26.0,-1.0,,,1991,연립다세대,중개거래,서울 동작구
2025,11470,양천구,10300,신월동,1,대지,0464,0007,동화빌라(464-7),2025-02-28,13000,32.76,28.0,-1.0,,,1991,연립다세대,중개거래,서울 양천구
2025,11290,성북구,13400,길음동,1,대지,1288,0000,래미안길음센터피스,2025-02-28,104000,59.97,0.0,6.0,,,2019,아파트,중개거래,서울 성북구
2025,11590,동작구,10900,신대방동,1,대지,0632,0030,에덴빌,2025-02-28,19500,27.58,24.0,4.0,,,2013,연립다세대,직거래,
2025,11560,영등포구,10300,영등포동2가,1,대지,0321,0002,더리버캐슬,2025-02-28,33500,50.16,64.24,8.0,,,2017,오피스텔,직거래,
2025,11170,용산구,12500,한강로2가,1,대지,0422,0000,래미안 용산 더 센트럴,2025-02-28,140000,71.71,97.9964,19.0,,,null,오피스텔,중개거래,서울 용산구
2025,11710,송파구,11300,거여동,1,대지,0605,0000,휴먼빌 시티,2025-02-27,18000,23.138,34.0001,10.0,,,2020,오피스텔,중개거래,경기 하남시
2025,11500,강서구,10300,화곡동,1,대지,0842,0020,(842-20),2025-02-27,13500,34.67,25.0,2.0,,,1986,연립다세대,직거래,
2025,11560,영등포구,11100,당산동1가,1,대지,0256,0179,푸르미르빌,2025-02-27,26000,29.99,15.0,5.0,,,2013,연립다세대,중개거래,서울 영등포구
2025,11740,강동구,10500,길동,1,대지,0457,0004,거산 유팰리스,2025-02-27,30000,29.31,44.4912,10.0,,,2020,오피스텔,중개거래,서울 강동구
2025,11380,은평구,10700,응암동,1,대지,0115,0034,첼라넥스빌,2025-02-27,27900,29.5,10.0,8.0,,,2018,연립다세대,중개거래,서울 은평구
2025,11620,관악구,10100,봉천동,1,대지,0869,0010,관악센츄리타워,2025-02-27,10000,24.5,24.5,12.0,,,1995,오피스텔,중개거래,서울 관악구
2025,11350,노원구,10600,중계동,1,대지,0148,0017,투원베스트빌B동,2025-02-27,24600,57.93,33.0,5.0,,20250227,2003,연립다세대,중개거래,서울 노원구
2025,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,2025-02-27,87500,55.99,0.0,8.0,분양권,,0,아파트,중개거래,서울 동대문구
2025,11740,강동구,10700,암사동,1,대지,0413,0000,프라이어팰리스,2025-02-27,102500,59.983,0.0,1.0,,,2007,아파트,중개거래,서울 강동구
2025,11380,은평구,11400,진관동,1,대지,0100,0003,아이파크 포레스트 게이트,2025-02-27,13400,24.91,35.78,17.0,,,2013,오피스텔,중개거래,서울 은평구
2025,11560,영등포구,13200,신길동,,,,,,2025-02-27,396419,174.05,149.0,0.0,,,1975,단독다가구,직거래,
2025,11620,관악구,10200,신림동,1,대지,1735,0000,관악산휴먼시아2단지,2025-02-27,55500,59.99,0.0,12.0,,,2008,아파트,직거래,
2025,11290,성북구,13800,장위동,1,대지,0231,0281,명가맨션,2025-02-27,10000,45.88,21.0,-1.0,,,1996,연립다세대,직거래,
2025,11680,강남구,10100,역삼동,1,대지,0826,0037,쌍용플래티넘밸류,2025-02-27,56000,49.52,62.3,15.0,,,2007,오피스텔,직거래,
2025,11230,동대문구,10600,장안동,1,대지,0364,0003,드플랏장안,2025-02-27,49386,45.228,70.9157,9.0,,,2024,오피스텔,직거래,
2025,11470,양천구,10300,신월동,1,대지,0927,0010,새한빌라(1동),2025-02-27,25000,41.15,33.0,2.0,,,1988,연립다세대,중개거래,서울 양천구
2025,11530,구로구,10700,개봉동,1,대지,0270,0074,은하맨션(270-74),2025-02-27,24000,59.86,40.0,4.0,,,1996,연립다세대,중개거래,경기 양주시
2025,11260,중랑구,10100,면목동,1,대지,0538,0000,신영,2025-02-27,8800,14.43,0.0,4.0,,,2013,아파트,중개거래,서울 중랑구
2025,11260,중랑구,10200,상봉동,1,대지,0115,0061,주함해븐타워,2025-02-27,13100,14.94,0.0,5.0,,,2015,아파트,중개거래,서울 중랑구
2025,11290,성북구,13400,길음동,1,대지,1278,0000,길음동동부센트레빌(1278-0),2025-02-27,69000,59.998,0.0,1.0,,,2003,아파트,중개거래,서울 성북구
2025,11140,중구,16500,황학동,1,대지,0819,0000,DUO302,2025-02-27,15900,15.97,0.0,14.0,,,2014,아파트,중개거래,서울 동대문구
2025,11305,강북구,10300,수유동,1,대지,0252,0087,수정빌,2025-02-27,12500,29.64,15.0,4.0,,,2019,연립다세대,중개거래,서울 영등포구
2025,11530,구로구,10600,고척동,1,대지,0296,0000,대우,2025-02-27,54500,59.96,0.0,13.0,,,1999,아파트,중개거래,서울 구로구
2025,11740,강동구,10100,명일동,1,대지,0270,0000,삼익가든,2025-02-27,85850,57.01,0.0,1.0,,,1984,아파트,중개거래,서울 강동구
2025,11110,종로구,18700,무악동,1,대지,0060,0000,인왕산아이파크,2025-02-27,180000,157.289,0.0,3.0,,,2008,아파트,중개거래,서울 종로구
2025,11530,구로구,10700,개봉동,1,대지,0276,0017,더블유하우스,2025-02-27,32000,56.64,30.0,5.0,,,2011,연립다세대,중개거래,경기 양주시
2025,11260,중랑구,10600,신내동,1,대지,0650,0000,신내6대주,2025-02-27,40300,39.84,0.0,4.0,,,1996,아파트,중개거래,서울 중랑구
2025,11740,강동구,10500,길동,1,대지,0474,0000,강동LG자이,2025-02-27,122000,84.88,0.0,13.0,,,2003,아파트,중개거래,서울 강동구
2025,11260,중랑구,10500,망우동,1,대지,0584,0000,신내역 프라디움 더 테라스,2025-02-27,72500,84.261,117.4378,21.0,,,2023,오피스텔,직거래,
2025,11620,관악구,10100,봉천동,1,대지,1706,0000,봉천우성,2025-02-27,74700,59.76,0.0,26.0,,,2000,아파트,중개거래,서울 관악구
2025,11530,구로구,10200,구로동,1,대지,1130,0023,골드마인(Ⅲ)오피스텔,2025-02-27,7500,15.96,18.8,6.0,,,2002,오피스텔,중개거래,서울 구로구
2025,11740,강동구,10700,암사동,1,대지,0497,0003,(497-3),2025-02-27,15000,52.17,37.0,-1.0,,,1987,연립다세대,중개거래,서울 송파구
2025,11305,강북구,10100,미아동,1,대지,1363,0000,수유지웰에스테이트,2025-02-27,9000,15.885,13.0,5.0,,,2015,연립다세대,중개거래,서울 강북구
2025,11545,금천구,10300,시흥동,1,대지,0992,0002,남서울건영아파트,2025-02-27,58000,77.02,0.0,4.0,,,1982,아파트,중개거래,서울 금천구
2025,11200,성동구,11200,금호동4가,1,대지,0340,0000,서울숲푸르지오,2025-02-27,187000,84.87,0.0,5.0,,,2007,아파트,중개거래,서울 성동구
2025,11650,서초구,10700,반포동,1,대지,0065,0001,궁전,2025-02-27,230000,146.82,0.0,4.0,,,1984,아파트,직거래,
2025,11500,강서구,10400,가양동,1,대지,0014,0003,가양우성,2025-02-27,70000,84.85,0.0,6.0,,,1990,아파트,직거래,
2025,11470,양천구,10200,목동,1,대지,0525,0007,에프앤드에이빌라,2025-02-27,21000,23.0,15.0,3.0,,,2016,연립다세대,중개거래,"서울 서초구, 서울 양천구"
2025,11530,구로구,10200,구로동,1,대지,1269,0000,중앙하이츠(1269),2025-02-27,75000,82.301,0.0,16.0,,,2001,아파트,직거래,
2025,11470,양천구,10200,목동,1,대지,0537,0030,서진플로렌스373,2025-02-27,24500,29.99,21.0,4.0,,,2017,연립다세대,중개거래,"서울 서초구, 서울 양천구"
2025,11560,영등포구,12600,양평동2가,1,대지,0045,0000,상록수,2025-02-27,53000,59.99,0.0,3.0,,,1999,아파트,직거래,
2025,11380,은평구,10300,불광동,1,대지,0484,0161,(484-161),2025-02-27,18000,53.5,38.0,-1.0,,,1987,연립다세대,직거래,
2025,11530,구로구,10200,구로동,1,대지,0044,0005,비즈트위트 레인보우,2025-02-27,13700,19.02,28.78,10.0,,,2012,오피스텔,직거래,
2025,11410,서대문구,11800,홍은동,1,대지,0008,0694,(8-694),2025-02-27,19940,32.43,11.0,2.0,,,1992,연립다세대,중개거래,서울 서대문구
2025,11290,성북구,13300,정릉동,1,대지,1015,0000,길음뉴타운경남아너스빌,2025-02-27,59500,59.59,0.0,20.0,,,1999,아파트,중개거래,서울 성북구
2025,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,2025-02-27,130000,84.98,0.0,7.0,,,2014,아파트,중개거래,서울 동대문구
2025,11470,양천구,10200,목동,1,대지,0324,0013,세영프라임(324-13),2025-02-27,24000,39.85,25.0,4.0,,,2016,연립다세대,직거래,
2025,11350,노원구,10500,상계동,1,대지,0995,0000,한신4차,2025-02-26,51500,84.84,0.0,4.0,,,1995,아파트,중개거래,서울 노원구
2025,11560,영등포구,11000,여의도동,1,대지,0030,0002,삼부,2025-02-26,257500,92.13,0.0,3.0,,,1975,아파트,중개거래,서울 영등포구
2025,11500,강서구,10300,화곡동,1,대지,1091,0000,화곡푸르지오,2025-02-26,108500,125.021,0.0,12.0,,,2002,아파트,중개거래,서울 강서구
2025,11440,마포구,12500,성산동,1,대지,0249,0015,궁전빌라,2025-02-26,75000,136.16,90.0,2.0,,,1998,연립다세대,중개거래,서울 마포구
2025,11470,양천구,10300,신월동,1,대지,0102,0002,청명그린빌,2025-02-26,22500,59.62,34.0,3.0,,,2002,연립다세대,직거래,
2025,11740,강동구,10100,명일동,1,대지,0048,0007,서희스타힐스,2025-02-26,35500,49.96,70.978,14.0,,,2012,오피스텔,중개거래,"서울 강남구, 서울 강동구"
2025,11590,동작구,10700,사당동,,,,,,2025-02-26,148174,176.13,106.0,0.0,,,1993,단독다가구,직거래,
2025,11290,성북구,13900,석관동,1,대지,0010,0000,두산,2025-02-26,52500,84.9,0.0,14.0,,,1998,아파트,직거래,
2025,11650,서초구,10800,서초동,1,대지,1303,0006,현대썬앤빌 강남 더 인피닛,2025-02-26,20000,16.63,29.05,6.0,,,2018,오피스텔,중개거래,서울 강남구
2025,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,2025-02-26,185000,84.98,0.0,9.0,,,2016,아파트,중개거래,서울 성동구
2025,11620,관악구,10200,신림동,,,,,,2025-02-26,260000,780.78,288.0,0.0,,,1981,단독다가구,중개거래,경기 구리시
2025,11440,마포구,12200,합정동,1,대지,0434,0030,삼성주택(434-30),2025-02-26,58000,70.08,35.0,4.0,,,1996,연립다세대,중개거래,서울 마포구
2025,11350,노원구,10600,중계동,1,대지,0598,0000,한화꿈에그린,2025-02-26,59600,84.902,0.0,2.0,,,2005,아파트,직거래,
2025,11350,노원구,10300,공릉동,1,대지,0715,0000,시영3차(라이프)아파트,2025-02-26,35500,39.6,0.0,14.0,,,1994,아파트,중개거래,서울 노원구
2025,11230,동대문구,10300,제기동,1,대지,1158,0048,제기동오피스텔(유니텔),2025-02-26,12700,30.66,41.36,8.0,,,2002,오피스텔,중개거래,서울 동대문구
2025,11305,강북구,10300,수유동,1,대지,0279,0074,수유동 279-74 주상복합 (채천일),2025-02-26,14500,16.71,26.27,8.0,,,2018,오피스텔,중개거래,"서울 강남구, 서울 도봉구"
2025,11380,은평구,10300,불광동,1,대지,0479,0010,남양구르미아파트,2025-02-26,38000,84.69,0.0,2.0,,,2005,아파트,직거래,
2025,11260,중랑구,10600,신내동,1,대지,0618,0000,동성3,2025-02-26,50000,59.4,0.0,18.0,,,1997,아파트,직거래,
2025,11560,영등포구,12600,양평동2가,1,대지,0043,0014,CO-OP Residence/오목교,2025-02-26,8200,16.98,26.58,13.0,,,2004,오피스텔,중개거래,서울 영등포구
2025,11620,관악구,10100,봉천동,1,대지,0970,0029,예광빌라,2025-02-26,30000,62.34,34.0,3.0,,,2001,연립다세대,중개거래,서울 관악구
2025,11590,동작구,10100,노량진동,1,대지,0016,0001,노량진 드림스퀘어 복합빌딩,2025-02-26,26500,24.132,35.1473,16.0,,,2020,오피스텔,중개거래,서울 서초구
2025,11215,광진구,10700,화양동,1,대지,0017,0016,아스하임,2025-02-26,17750,18.83,26.03,7.0,,,2016,오피스텔,직거래,
2025,11230,동대문구,10900,휘경동,1,대지,0377,0000,이문휘경지웰에스테이트,2025-02-26,17000,14.144,0.0,4.0,,,2021,아파트,중개거래,서울 동대문구
2025,11140,중구,16200,신당동,1,대지,0432,0492,남산빌라,2025-02-26,20500,57.94,18.0,2.0,,,2001,연립다세대,직거래,
2025,11230,동대문구,10100,신설동,1,대지,0096,0048,신설동역자이르네,2025-02-26,70000,42.836,0.0,16.0,분양권,,0,아파트,중개거래,서울 동대문구
2025,11530,구로구,10100,신도림동,1,대지,0292,0215,유림연립(292-215),2025-02-26,40000,77.75,74.0,2.0,,,1980,연립다세대,직거래,
2025,11740,강동구,10900,천호동,1,대지,0305,0000,중앙하이츠,2025-02-26,68500,59.85,0.0,4.0,,,1998,아파트,중개거래,서울 강동구
2025,11260,중랑구,10600,신내동,1,대지,0455,0006,성우스타팰리스,2025-02-26,27800,45.56,28.0,3.0,,,2016,연립다세대,중개거래,서울 중랑구
2025,11290,성북구,13300,정릉동,1,대지,0480,0001,정안타워빌,2025-02-26,13000,33.03,39.02,4.0,,,2015,오피스텔,중개거래,서울 성북구
2025,11620,관악구,10100,봉천동,1,대지,0861,0007,CO-OP RESIDENCE/서울대입구,2025-02-26,11000,17.19,24.56,11.0,,,2005,오피스텔,중개거래,"서울 관악구, 서울 성동구"
2025,11230,동대문구,10400,전농동,1,대지,0010,0000,전농SK,2025-02-26,90000,114.3,0.0,1.0,,,2000,아파트,중개거래,서울 동대문구
2025,11290,성북구,13400,길음동,1,대지,1279,0000,길음뉴타운1단지(래미안길음1차),2025-02-26,83000,59.99,0.0,12.0,,,2003,아파트,중개거래,서울 성북구
2025,11440,마포구,12500,성산동,1,대지,0591,0004,대명비첸시티오피스텔,2025-02-26,48800,75.11,112.48,12.0,,,2007,오피스텔,중개거래,서울 마포구
2025,11470,양천구,10200,목동,1,대지,0324,0091,오렌지힐,2025-02-26,23500,28.64,17.0,6.0,,,2016,연립다세대,중개거래,서울 양천구
2025,11110,종로구,11800,내수동,1,대지,0074,0000,광화문시대,2025-02-26,30400,34.9,46.65,3.0,,,2004,오피스텔,중개거래,서울 종로구
2025,11380,은평구,11400,진관동,1,대지,0020,0000,상림마을8단지롯데캐슬(821~830동)BL1-12,2025-02-26,61000,84.97,0.0,3.0,,,2008,아파트,직거래,
2025,11305,강북구,10200,번동,1,대지,0449,0022,삼보힐,2025-02-26,16500,37.45,51.0,8.0,,,2010,오피스텔,중개거래,서울 강북구
2025,11470,양천구,10200,목동,1,대지,0740,0038,목동파크빌(740-38),2025-02-26,36000,67.68,36.0,2.0,,,2006,연립다세대,중개거래,서울 양천구
2025,11530,구로구,10200,구로동,1,대지,1132,0023,장미연립(1132-23),2025-02-26,10000,27.5,13.0,4.0,,,1974,연립다세대,중개거래,서울 구로구
2025,11215,광진구,10500,자양동,1,대지,0846,0023,리치팰리스,2025-02-26,42000,45.34,31.0,4.0,,,2022,연립다세대,직거래,
2025,11740,강동구,10800,성내동,1,대지,0549,0005,성내스테이,2025-02-26,65000,52.57,0.0,11.0,,,2018,아파트,중개거래,서울 강동구
2025,11470,양천구,10200,목동,1,대지,0525,0015,로즈빌에이동,2025-02-26,25000,59.64,29.0,2.0,,,2003,연립다세대,직거래,
2025,11530,구로구,10200,구로동,1,대지,0104,0009,성호메이플라워멤버스빌,2025-02-26,14450,31.75,0.0,10.0,,,2002,아파트,중개거래,서울 구로구
2025,11290,성북구,13800,장위동,1,대지,0219,0097,(219-97),2025-02-26,27720,24.67,20.0,3.0,,,2022,연립다세대,중개거래,서울 성동구
2025,11110,종로구,16000,연지동,1,대지,0275,0001,연지드림빌,2025-02-26,17000,34.5,43.543,3.0,,,2003,오피스텔,중개거래,서울 종로구
2025,11500,강서구,10300,화곡동,1,대지,0921,0014,(921-14),2025-02-26,15000,36.54,29.0,1.0,,,1987,연립다세대,중개거래,서울 강서구
2025,11740,강동구,10900,천호동,1,대지,0314,0020,부림빌라,2025-02-26,75000,131.42,71.0,4.0,,,2004,연립다세대,직거래,
2025,11110,종로구,16000,연지동,1,대지,0275,0001,연지드림빌,2025-02-26,17000,34.5,43.543,3.0,,20250226,2003,오피스텔,중개거래,서울 종로구
2025,11590,동작구,10200,상도동,1,대지,0159,0042,세이프빌,2025-02-26,25000,39.12,30.0,4.0,,,2019,연립다세대,직거래,
2025,11440,마포구,12500,성산동,1,대지,0020,0022,라비앙로즈,2025-02-26,31800,26.09,16.0,4.0,,,2019,연립다세대,직거래,
2025,11320,도봉구,10800,도봉동,1,대지,0062,0043,도봉 투웨니퍼스트 2단지,2025-02-26,18700,29.66,38.51,13.0,,,null,오피스텔,중개거래,서울 도봉구
2025,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,2025-02-26,134000,84.99,0.0,7.0,,,2014,아파트,중개거래,서울 동대문구
2025,11260,중랑구,10600,신내동,1,대지,0650,0000,신내6대주,2025-02-26,40000,39.84,0.0,6.0,,,1996,아파트,중개거래,서울 중랑구
2025,11590,동작구,10700,사당동,,,,,,2025-02-25,107423,100.23,93.0,0.0,,,1973,단독다가구,직거래,
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,17.57,26.33,5.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11500,강서구,10900,방화동,1,대지,0880,0000,치현마을동일스위트리버,2025-02-25,66800,84.982,0.0,14.0,,,2004,아파트,중개거래,서울 강서구
2025,11305,강북구,10100,미아동,1,대지,1353,0000,에스케이북한산시티,2025-02-25,59500,59.98,0.0,17.0,,,2004,아파트,중개거래,서울 강북구
2025,11200,성동구,10700,행당동,1,대지,0346,0000,행당한진타운,2025-02-25,134000,84.71,0.0,4.0,,,2000,아파트,중개거래,서울 성동구
2025,11710,송파구,11200,오금동,1,대지,0165,0000,상아2차아파트,2025-02-25,94500,60.0,0.0,2.0,,,1988,아파트,중개거래,서울 송파구
2025,11200,성동구,11500,성수동2가,1,대지,0712,0000,청구강변1,2025-02-25,229500,84.87,0.0,1.0,,,1994,아파트,중개거래,"서울 성동구, 서울 용산구"
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,17.57,26.33,7.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11410,서대문구,11000,북아현동,1,대지,0189,0031,한울아트빌나동,2025-02-25,32400,64.68,37.0,4.0,,,2002,연립다세대,직거래,
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,17.57,26.33,8.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11650,서초구,10800,서초동,1,대지,1303,0006,현대썬앤빌 강남 더 인피닛,2025-02-25,23400,19.95,34.84,14.0,,,2018,오피스텔,중개거래,서울 서초구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,17.57,26.33,9.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11590,동작구,10200,상도동,1,대지,0283,0075,상도타워A동,2025-02-25,38400,78.26,0.0,6.0,,20250225,2005,아파트,중개거래,"서울 동작구, 서울 은평구"
2025,11560,영등포구,11000,여의도동,1,대지,0012,0003,(주)신한 여의도 드림리버 오피스텔,2025-02-25,24500,24.5,36.7,9.0,,,2019,오피스텔,중개거래,서울 영등포구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,14.81,22.45,9.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,9.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11740,강동구,10500,길동,1,대지,0330,0005,길동애드하우징,2025-02-25,28300,29.73,18.0,2.0,,,2016,연립다세대,중개거래,서울 강동구
2025,11215,광진구,10100,중곡동,1,대지,0235,0004,브라운하우스,2025-02-25,38700,45.56,30.0,2.0,,,2016,연립다세대,중개거래,서울 강남구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,10.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11305,강북구,10200,번동,1,대지,0242,0000,주공1단지,2025-02-25,41800,41.3,0.0,7.0,,,1991,아파트,중개거래,서울 강북구
2025,11545,금천구,10200,독산동,1,대지,1051,0027,(정우빌리지),2025-02-25,26500,54.31,25.0,1.0,,,1999,연립다세대,중개거래,서울 금천구
2025,11560,영등포구,11000,여의도동,1,대지,0061,0005,리버타워,2025-02-25,207000,234.02,0.0,25.0,,,2000,아파트,중개거래,서울 영등포구
2025,11350,노원구,10500,상계동,1,대지,0456,0140,C-HOUSE,2025-02-25,28000,43.42,24.0,5.0,,,2013,연립다세대,중개거래,서울 노원구
2025,11305,강북구,10200,번동,1,대지,0234,0000,주공4단지,2025-02-25,43000,49.94,0.0,4.0,,,1991,아파트,중개거래,서울 강북구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,6.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11440,마포구,11100,신수동,1,대지,0459,0000,밤섬경남아너스빌,2025-02-25,136000,84.83,0.0,10.0,,,2009,아파트,중개거래,서울 마포구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,6.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,15.18,22.99,7.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,15.18,22.99,6.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,15.18,22.99,5.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,15.18,22.99,10.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,15.18,22.99,8.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11215,광진구,10400,광장동,1,대지,0120,0000,주성아우라 오피스텔,2025-02-25,14000,29.83,43.91,6.0,,,2011,오피스텔,직거래,
2025,11470,양천구,10100,신정동,1,대지,1277,0000,신트리4,2025-02-25,62000,59.73,0.0,2.0,,,2000,아파트,중개거래,서울 양천구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,10.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11590,동작구,10200,상도동,1,대지,0906,0000,상도푸르지오클라베뉴,2025-02-25,114615,74.995,0.0,3.0,분양권,,0,아파트,중개거래,서울 동작구
2025,11305,강북구,10300,수유동,1,대지,0555,0011,리더스빌,2025-02-25,18000,28.92,19.0,5.0,,,2016,연립다세대,중개거래,서울 강북구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,9.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11260,중랑구,10400,묵동,1,대지,0245,0064,우성,2025-02-25,29700,50.25,0.0,2.0,,,1975,아파트,중개거래,서울 중랑구
2025,11650,서초구,10300,우면동,1,대지,0728,0000,(728),2025-02-25,9000,13.86,21.1624,5.0,,,2013,오피스텔,중개거래,서울 서초구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,9.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,7.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11320,도봉구,10600,방학동,1,대지,0711,0001,방학신화 하니엘시티,2025-02-25,9601,15.67,26.169,8.0,,,2021,오피스텔,직거래,
2025,11260,중랑구,10200,상봉동,1,대지,0234,0002,대성예가,2025-02-25,34700,53.89,30.0,3.0,,,2016,연립다세대,중개거래,서울 중랑구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,10.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11740,강동구,10500,길동,1,대지,0339,0001,동서울오네뜨,2025-02-25,73000,84.87,0.0,8.0,,,2009,아파트,중개거래,서울 강동구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,6.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,5.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11410,서대문구,10100,충정로2가,1,대지,0192,0000,서대문 디오빌 오피스텔,2025-02-25,18600,25.35,34.65,15.0,,,2009,오피스텔,중개거래,서울 서대문구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,14.81,22.45,8.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11560,영등포구,11000,여의도동,1,대지,0038,0001,"광장(1,2동)",2025-02-25,255000,138.81,0.0,2.0,,,1978,아파트,중개거래,서울 영등포구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,8.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11680,강남구,10100,역삼동,1,대지,0755,0004,e-편한세상,2025-02-25,299500,84.991,0.0,12.0,,,2005,아파트,중개거래,서울 강남구
2025,11590,동작구,10700,사당동,1,대지,1157,0000,이수역리가,2025-02-25,143000,84.847,0.0,9.0,,,2013,아파트,중개거래,서울 동작구
2025,11290,성북구,13400,길음동,1,대지,1285,0000,길음뉴타운7단지(두산위브),2025-02-25,90000,84.96,0.0,1.0,,,2010,아파트,직거래,
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,16.41,24.67,8.0,,,2019,오피스텔,중개거래,서울 구로구
2025,11620,관악구,10100,봉천동,1,대지,1708,0000,두산,2025-02-25,106000,114.99,0.0,21.0,,,2000,아파트,중개거래,서울 관악구
2025,11710,송파구,11200,오금동,1,대지,0165,0000,상아2차아파트,2025-02-25,91500,50.72,0.0,11.0,,,1988,아파트,중개거래,서울 송파구
2025,11530,구로구,10800,오류동,1,대지,0006,0016,글로리로뎀큐,2025-02-25,5700,14.81,22.45,10.0,,,2019,오피스텔,중개거래,서울 구로구
